string,doc_id,word_loc,string_length,number_words,before_'s,contains_'s,before_after_said,position_or_title_before,post_name_after,two_capitals,capital_before,capital_after,contains_first_name,first_name_before,first_name_after,contains_last_name,last_name_before,last_name_after,common_proper_noun,contains_nba_teamcity,contains_nba_person,contains_partial_nba_person,partial_nba_person_before,partial_nba_person_after,label
Tuesday,027.,63,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Thunder,027.,66,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Thunder My,027.,66,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
My,027.,67,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Green,027.,79,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Green,027.,80,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
It,027.,82,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,027.,91,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Green,027.,96,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Lauren,027.,106,6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0
Lauren Holtkamp,027.,106,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Holtkamp,027.,107,8,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
Green,027.,144,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Kevin,027.,153,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Kevin Durant,027.,153,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Durant,027.,154,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Former,029.,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick,029.,3,7,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Derrick Rose,029.,3,12,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Rose,029.,4,4,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Utah,029.,7,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Utah Jazz,029.,7,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Jazz,029.,8,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Thursday,029.,16,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Saturday,029.,22,8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
Washington,029.,24,10,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
Washington Wizards,029.,24,18,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Wizards,029.,25,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
Rose,029.,36,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Adrian,029.,41,6,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Adrian Wojnarowski,029.,41,18,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Wojnarowski,029.,42,11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
John,029.,45,4,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
John Wall,029.,45,9,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1
Wall,029.,46,4,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Tim,029.,61,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Tim Frazier,029.,61,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Frazier,029.,62,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Sunday,029.,67,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Saturday,029.,75,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Chicago,029.,80,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,029.,80,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,029.,81,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Chris,029.,85,5,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
Chris Haynes,029.,85,12,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Haynes,029.,86,6,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0
Rose,029.,89,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Cleveland,029.,95,9,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Cleveland Cavaliers,029.,95,19,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Cavaliers,029.,96,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Utah,029.,98,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sacramento,029.,106,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Sacramento Kings,029.,106,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Kings,029.,107,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Thursday,029.,114,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Cavaliers,029.,138,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Rose,029.,149,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Year,029.,155,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulls,029.,162,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Derrick,032.,0,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Derrick Rose,032.,0,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Rose,032.,1,4,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Most,032.,5,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
Most Valuable,032.,5,13,2,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
Valuable,032.,6,8,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
Monday,032.,11,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
There,032.,21,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rose,032.,25,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Washington,032.,50,10,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Rose,032.,57,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
John,032.,62,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
John Wall,032.,62,11,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
Wall,032.,63,6,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
One,032.,81,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty,032.,89,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Ty Lawson,032.,89,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Lawson,032.,90,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Rose,032.,100,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Saturday,032.,104,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Utah,032.,113,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Utah Jazz,032.,113,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jazz,032.,114,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cleveland,032.,120,9,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Sacramento,032.,127,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
Sacramento Rose,032.,127,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
Rose,032.,128,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Cleveland,032.,136,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Chicago,032.,184,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,032.,184,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,032.,185,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
New,032.,199,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,032.,199,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
York,032.,200,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
PORTLAND,037.,0,8,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
PORTLAND Ore,037.,0,12,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ore,037.,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Portland,037.,4,8,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Portland Trail,037.,4,14,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
Portland Trail Blazers,037.,4,22,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Trail,037.,5,5,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Trail Blazers,037.,5,13,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Blazers,037.,6,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Noah,037.,9,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Noah Vonleh,037.,9,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Vonleh,037.,10,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Chicago,037.,13,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,037.,13,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,037.,14,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Milovan,037.,18,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Milovan Rakovic,037.,18,15,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1
Milovan Rakovic Vonleh,037.,18,22,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Rakovic,037.,19,7,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
Rakovic Vonleh,037.,19,14,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Vonleh,037.,20,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
Charlotte,037.,27,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Vonleh,037.,50,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Vonleh,037.,58,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Blazers,037.,74,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Portland,037.,82,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Rakovic,037.,97,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Swiss,037.,102,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
League,037.,104,6,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
Dallas,037.,110,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Bulls,037.,121,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Jameer,037.,124,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Jameer Nelson,037.,124,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Nelson,037.,125,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Detroit,037.,128,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Detroit Pistons,037.,128,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Pistons,037.,129,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Willie,037.,134,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Willie Reed,037.,134,11,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1
Willie Reed Chicago,037.,134,19,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0
Reed,037.,135,4,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
Reed Chicago,037.,135,12,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0
Chicago,037.,136,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
Chicago,037.,139,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
Detroit,037.,150,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Reed,037.,153,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Pistons,037.,158,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Blake,037.,168,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Blake Griffin,037.,168,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
Griffin,037.,169,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Detroit,037.,171,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
Detroit Reed,037.,171,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Reed,037.,172,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Tuesday,037.,177,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
August,037.,189,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Nelson,037.,195,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
New,037.,202,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
New Orleans,037.,202,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Orleans,037.,203,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Chicago,037.,210,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jazz,039.,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Donovan,039.,3,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Donovan Mitchell,039.,3,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Mitchell,039.,4,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
January,039.,12,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Aaron,039.,16,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Aaron Gordon,039.,16,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Gordon,039.,17,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Utah,039.,23,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Utah Jazz,039.,23,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jazz,039.,24,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Donovan,039.,26,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Donovan Mitchell,039.,26,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Mitchell,039.,27,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Orlando,039.,40,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0
Orlando Magic,039.,40,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
Magic,039.,41,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0
Aaron,039.,43,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Aaron Gordon,039.,43,12,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1
Aaron Gordon Mitchell,039.,43,21,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Gordon,039.,44,6,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
Gordon Mitchell,039.,44,15,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Mitchell,039.,45,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
Monday,039.,49,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Sunday,039.,56,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Mitchell,039.,65,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
YouTube,039.,77,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mitchell,039.,88,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Philadelphia,039.,104,14,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
Philadelphia Ben,039.,104,18,2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
Philadelphia Ben Simmons,039.,104,26,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Ben,039.,105,3,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
Ben Simmons,039.,105,11,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
Simmons,039.,106,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Year,039.,112,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He,039.,114,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell,039.,128,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Utah,039.,141,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Utah He,039.,141,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
He,039.,142,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gordon,039.,147,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Magic,039.,151,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gordon,039.,170,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Mitchell,039.,195,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Indiana,039.,197,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0
Indiana Pacers,039.,197,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
Pacers,039.,198,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0
Victor,039.,200,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
Victor Oladipo,039.,200,14,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
Victor Oladipo Los,039.,200,18,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0
Victor Oladipo Los Angeles,039.,200,26,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0
Oladipo,039.,201,7,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Oladipo Los,039.,201,11,2,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
Oladipo Los Angeles,039.,201,19,3,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
Oladipo Los Angeles Lakers,039.,201,26,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
Los,039.,202,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0
Los Angeles,039.,202,11,2,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
Los Angeles Lakers,039.,202,18,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
Angeles,039.,203,7,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
Angeles Lakers,039.,203,14,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Lakers,039.,204,6,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
Larry,039.,206,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Larry Nance,039.,206,11,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
Larry Nance Jr,039.,206,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Nance,039.,207,5,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0
Nance Jr,039.,207,8,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0
Jr,039.,208,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Dallas,039.,210,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
Dallas Mavericks,039.,210,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Mavericks,039.,211,9,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
Dennis,039.,214,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Dennis Smith,039.,214,12,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
Dennis Smith Jr,039.,214,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Smith,039.,215,5,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
Smith Jr,039.,215,8,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Jr,039.,216,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Brandan,040.,0,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Brandan Wright,040.,0,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Wright,040.,1,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Houston,040.,6,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Houston Rockets,040.,6,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Rockets,040.,7,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Memphis,040.,19,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
Memphis Grizzlies,040.,19,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Grizzlies,040.,20,9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
Grizzlies,040.,25,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
JB,040.,27,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
JB Bickerstaff,040.,27,14,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
Bickerstaff,040.,28,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Marc,040.,42,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
